44936746.62
44936746.65
44936746.66
44936746.68
44936746.68
44936754.73
44936754.73
44936754.73
44936754.74
44936754.74
44941760.09
44941760.1
44941760.12
44941760.12
44941760.13
44942759.53
44942759.54
44942759.55
44942759.55
44942759.58
44947265.04
44947265.06
44947265.06
44947265.06
44947265.06
44947764.71
44947764.74
44947764.74
44947764.75
44947764.76
