True,72438476.9408
True,72438513.0112
True,72438558.656
True,72438609.1904
True,72438655.6416
True,72438702.6048
True,72438749.248
True,72438795.8528
True,72438842.5344
True,72438889.7024
True,72438935.5904
True,72438982.9888
True,72439030.8864
True,72439077.1968
True,72439124.4416
True,72439171.264
True,72439227.0592
True,72439263.5904
True,72439310.4
True,72439357.4144
True,72439405.0048
True,72439451.5968
True,72439496.5888
True,72439543.2192
True,72439590.2592
True,72439636.3904
True,72439683.0592
True,72439728.3712
True,72439776.6784
True,72439822.3872
True,72439868.992
True,72439916.1984
True,72439961.024
True,72440008.6272
True,72440055.1552
True,72440102.5024
True,72440149.2608
True,72440194.8416
True,72440240.9856
True,72440288.9472
True,72440337.216
True,72440382.8992
True,72440429.2608
True,72440476.7744
True,72440521.4848
True,72440580.5824
True,72440617.5744
True,72440663.8976
True,72440710.8096
True,72440758.6304
True,72440804.3776
True,72440852.9024
True,72440898.4192
True,72440945.1904
True,72440991.7184
True,72441039.8208
True,72441085.9008
True,72441132.4672
True,72441179.1104
True,72441225.9584
True,72441272.3712
True,72441320.7424
True,72441366.0032
True,72441414.0288
True,72441460.032
True,72441507.0592
True,72441554.176
True,72441598.8096
True,72441645.1712
True,72441692.48
True,72441739.5072
True,72441787.0592
True,72441831.9616
True,72441879.0016
True,72441927.1808
True,72441973.4272
True,72442020.7104
True,72442066.8544
True,72442114.5472
True,72442162.3552
True,72442210.1248
True,72442258.4064
True,72442304.7936
True,72442350.8864
True,72442398.0416
True,72442446.4384
True,72442493.3504
True,72442538.7136
True,72442584
True,72442631.7824
True,72442680.448
True,72442727.3856
True,72442772.3008
True,72442818.9184
True,72442865.2032
True,72442913.024
True,72442961.4592
True,72443005.9264
True,72443051.3536
True,72443099.8784
True,72443147.072
True,72443194.7776
True,72443239.104
True,72443286.4
True,72443332.6464
True,72443381.4912
True,72443427.0848
True,72443472.6912
True,72443519.808
True,72443567.808
True,72443615.3472
True,72443661.5296
True,72443708.1856
True,72443753.7536
True,72443801.0368
True,72443849.2288
True,72443895.1552
True,72443941.696
True,72443987.8272
True,72444035.648
True,72444081.9968
True,72444130.0736
True,72444175.424
True,72444220.992
True,72444268.992
True,72444317.4272
True,72444364.1344
True,72444410.2528
True,72444457.536
True,72444504.9472
True,72444552.9856
True,72444601.2288
True,72444646.144
True,72444692.7488
True,72444741.2864
True,72444788.352
True,72444834.7648
True,72444880.896
True,72444928.9088
True,72444975.1808
True,72445021.7728
True,72445066.7392
True,72445112.4608
True,72445158.784
True,72445206.1312
True,72445253.7216
True,72445302.4768
True,72445347.0464
True,72445392.9088
True,72445438.9632
True,72445487.6416
True,72445533.9776
True,72445579.8656
True,72445626.1888
True,72445672.4224
True,72445720.9728
True,72445766.5408
True,72445813.1968
True,72445860.6464
True,72445906.8544
True,72445954.4192
True,72446001.7152
True,72446047.3216
True,72446094.2208
True,72446140.224
True,72446187.2256
True,72446234.6112
True,72446280.256
True,72446327.1296
True,72446374.8864
True,72446421.4912
True,72446469.4016
True,72446515.1232
True,72446561.1392
True,72446608.3328
True,72446655.616
True,72446702.0928
True,72446748.5696
True,72446796.0704
True,72446841.2288
True,72446890.3808
True,72446937.0624
True,72446982.7328
True,72447029.504
True,72447076.7232
True,72447122.368
True,72447169.1008
True,72447216
True,72447262.1312
True,72447308.0704
True,72447355.5328
True,72447403.3664
True,72447449.5616
True,72447495.7952
True,72447542.4896
True,72447589.76
True,72447636.7232
True,72447681.4336
True,72447728.5888
True,72447776.512
True,72447824.3584
True,72447871.8848
True,72447917.8752
True,72447964.3776
True,72448011.4304
True,72448059.392
True,72448105.0112
True,72448150.3104
True,72448196.8128
True,72448244.7616
True,72448292.416
True,72448340.1088
True,72448384.8704
True,72448432.1664
True,72448478.5408
True,72448525.8624
True,72448573.376
True,72448619.0208
True,72448665.5744
True,72448712.3328
True,72448758.0672
True,72448804.8896
True,72448851.5072
True,72448898.0736
True,72448945.5744
True,72448991.5648
True,72449039.424
True,72449084.8256
True,72449132.6592
True,72449181.312
True,72449228.1984
True,72449276.2496
True,72449321.2032
True,72449366.3104
True,72449414.144
True,72449461.9776
True,72449507.1488
True,72449552.2432
True,72449598.4512
False,72449646.4896
False,72449693.5168
False,72449740.224
False,72449786.4192
False,72449832.3712
True,72449880.3328
True,72449926.8864
True,72449973.5808
True,72450020.0832
True,72450066.5728
True,72450113.6768
True,72450160.6016
True,72450207.3472
True,72450253.3632
True,72450299.4688
True,72450346.9568
True,72450393.6384
True,72450441.5872
True,72450486.5408
True,72450533.0688
True,72450580.9024
True,72450628.4288
True,72450676.6592
True,72450723.2512
True,72450769.0112
True,72450817.2032
True,72450864.8448
False,72450912.8064
False,72450958.144
False,72451005.184
True,72451053.8496
True,72451100.032
True,72451147.5072
True,72451192.4992
True,72451239.3728
True,72451285.9648
True,72451332.544
True,72451379.1616
True,72451424.6656
True,72451472.0256
True,72451518.5024
True,72451566.3744
True,72451612.7104
True,72451659.0464
True,72451705.1264
True,72451752.9088
True,72451800.9344
True,72451845.9264
True,72451891.2
True,72451936.9472
True,72451984.6016
True,72452032.32
True,72452078.3872
True,72452123.6608
True,72452171.1872
True,72452217.4464
True,72452265.3312
True,72452312.2816
True,72452357.3248
True,72452403.5712
True,72452450.2272
True,72452498.56
True,72452543.8464
True,72452589.5936
True,72452635.264
True,72452682.8032
True,72452730.5728
True,72452778.24
True,72452822.9504
True,72452870.336
True,72452917.3376
True,72452964.8384
True,72453011.0848
True,72453056.5888
True,72453103.36
True,72453151.8592
True,72453197.568
True,72453244.736
True,72453289.984
True,72453336.4864
True,72453384.3968
True,72453432.192
True,72453478.72
True,72453524.0064
True,72453570.752
True,72453619.2512
True,72453664.576
True,72453712.6016
True,72453758.1952
True,72453805.4656
True,72453852.3648
True,72453900.8768
True,72453947.4176
True,72453993.3056
True,72454039.2064
True,72454085.1072
True,72454133.696
True,72454179.392
True,72454223.8464
True,72454270.5664
True,72454318.4384
True,72454365.4656
True,72454412.6336
True,72454456.9472
True,72454503.8464
True,72454551.9872
True,72454599.7312
True,72454645.952
True,72454691.6992
True,72454737.7536
True,72454785.408
True,72454833.0624
True,72454880.2176
True,72454926.1312
True,72454971.6608
True,72455019.4432
True,72455065.8816
True,72455113.5104
True,72455158.5536
True,72455204.3776
True,72455252.0192
True,72455298.752
True,72455346.1888
True,72455391.6928
True,72455436.8896
True,72455485.7216
True,72455532.9664
True,72455579.5072
True,72455624.8576
True,72455670.7968
True,72455717.888
True,72455766.6304
True,72455813.1072
True,72455859.3536
True,72455904.3584
True,72455952.6656
True,72455999.936
True,72456046.8864
True,72456091.6352
True,72456138.7776
True,72456186.7264
True,72456233.216
True,72456279.296
True,72456324.3648
True,72456372.5696
True,72456420.352
True,72456468.9792
True,72456514.5472
True,72456560.8704
True,72456606.5152
True,72456653.8624
True,72456701.12
True,72456747.4048
True,72456793.4464
True,72456840.5248
True,72456886.7328
True,72456935.2192
True,72456982.8096
True,72457028.352
True,72457073.4848
True,72457120.9344
True,72457169.1008
True,72457216.512
True,72457261.952
True,72457308.3136
True,72457354.5088
True,72457402.5856
True,72457447.8208
True,72457493.76
True,72457541.3248
True,72457588.2752
True,72457636.2624
True,72457683.648
True,72457728.6016
True,72457774.656
True,72457821.9904
True,72457870.592
True,72457917.4912
True,72457962.9312
True,72458009.5616
True,72458056.8832
True,72458103.8592
True,72458149.7984
True,72458196.5696
True,72458242.2016
True,72458290.0736
True,72458337.28
True,72458384.064
True,72458428.6848
True,72458475.1488
True,72458522.368
True,72458570.304
True,72458617.7024
True,72458664.384
True,72458710.528
True,72458757.8368
True,72458805.1328
True,72458852.48
True,72458897.6896
True,72458943.424
True,72458990.5536
True,72459038.7584
True,72459085.7344
True,72459131.712
True,72459178.5984
True,72459225.8944
True,72459272.064
True,72459319.0528
True,72459365.312
True,72459411.2768
True,72459458.816
True,72459505.1392
True,72459552.9088
True,72459598.528
True,72459645.7728
True,72459692.992
True,72459740.992
True,72459788.992
True,72459834.1376
True,72459880.0896
True,72459927.3088
True,72459975.0016
True,72460022.2848
True,72460067.4944
True,72460113.7408
True,72460160.5376
True,72460206.8736
True,72460254.848
True,72460300.3392
True,72460346.2656
True,72460393.0624
True,72460441.3824
True,72460488.7424
True,72460534.6048
True,72460581.0816
True,72460627.4048
True,72460674.7264
True,72460723.2384
True,72460766.72
True,72460812.9408
True,72460859.584
True,72460907.0848
True,72460955.0976
True,72461001.5232
True,72461047.6288
True,72461095.296
True,72461141.7728
True,72461188.288
True,72461234.0224
True,72461279.5776
True,72461325.44
True,72461372.5568
True,72461418.9312
True,72461463.7056
True,72461509.1456
True,72461555.5968
True,72461603.8784
True,72461650.4448
True,72461696.2432
True,72461741.2352
True,72461788.032
True,72461835.008
True,72461883.2384
True,72461928.576
True,72461973.5552
True,72462020.3008
True,72462067.0464
True,72462114.3552
True,72462160.448
True,72462205.3248
True,72462253.5552
True,72462300.5824
True,72462346.5344
True,72462392.7552
True,72462438.6816
True,72462486.0928
True,72462533.1712
True,72462580.0448
True,72462626.5088
True,72462673.4976
True,72462720.5888
True,72462767.4624
True,72462816.5632
True,72462862.2336
True,72462908.1984
True,72462954.24
True,72463001.2032
True,72463048.6784
True,72463094.6816
True,72463140.9152
True,72463188.5312
True,72463234.6368
True,72463281.7408
True,72463328.192
True,72463374.7968
True,72463421.9392
True,72463469.6704
True,72463516.3776
True,72463562.5856
True,72463608.448
True,72463655.3344
True,72463703.9744
True,72463750.2208
True,72463796.288
True,72463843.7376
True,72463890.5088
True,72463936.32
True,72463983.6928
True,72464029.696
True,72464075.8656
True,72464122.6496
True,72464170.1504
True,72464216.6016
True,72464263.1552
True,72464308.3392
True,72464355.0592
True,72464402.2272
True,72464448
True,72464494.5792
True,72464540.5568
True,72464588.3008
True,72464635.2384
True,72464680.832
True,72464727.1424
True,72464775.0912
True,72464821.2608
True,72464868.2368
True,72464916.3136
True,72464962.752
True,72465009.6384
True,72465056.0896
True,72465101.4016
True,72465149.1968
True,72465194.752
True,72465241.6
True,72465289.7408
True,72465336.6912
True,72465383.0272
True,72465428.8384
True,72465475.4944
True,72465521.9968
True,72465569.3952
True,72465616.1408
True,72465663.5392
True,72465708.928
True,72465756.4672
True,72465802.6752
True,72465849.4976
True,72465896.4608
True,72465942.4896
True,72465990.5792
True,72466037.0688
True,72466084.3136
True,72466130.2528
True,72466176.2816
True,72466223.7824
True,72466270.9888
True,72466319.0272
True,72466365.9008
True,72466410.1888
True,72466457.536
True,72466504.5632
True,72466551.7312
True,72466597.1968
True,72466642.4832
True,72466688.704
True,72466736.64
True,72466783.3856
True,72466830.0928
True,72466874.7776
True,72466921.856
True,72466968.448
True,72467015.7952
True,72467061.8624
True,72467108.352
True,72467155.584
True,72467203.4432
True,72467250.56
True,72467295.872
True,72467341.8752
True,72467388.672
True,72467436.0192
True,72467482.7648
True,72467528.3328
True,72467574.656
True,72467622.1824
True,72467669.2608
True,72467715.9552
True,72467761.8048
True,72467808.3968
True,72467855.0784
True,72467902.1696
True,72467949.6576
True,72467995.4176
True,72468042.1632
True,72468090.112
True,72468136.1152
True,72468183.0528
True,72468227.6096
True,72468274.6496
True,72468320.6528
True,72468368.0512
True,72468414.3872
True,72468460.9536
True,72468507.5456
True,72468553.8816
True,72468599.6672
True,72468647.2704
False,72468693.7984
False,72468741.2096
False,72468788.288
False,72468836.0448
True,72468883.648
True,72468927.6544
True,72468973.2352
True,72469021.1584
True,72469067.392
False,72469114.4704
False,72469161.0496
False,72469207.9488
False,72469254.6944
False,72469300.672
True,72469347.8144
True,72469394.24
True,72469440.6016
