TRUE,64168758.52,,1,39.23333333
TRUE,64168812.16,,1,
TRUE,64168861.43,,1,
TRUE,64168909.41,,1,
TRUE,64168957.5,,1,
TRUE,64169003.1,,1,
TRUE,64169050.85,,1,
TRUE,64169096.4,,1,
TRUE,64169145.01,,1,
TRUE,64169192.69,,1,
TRUE,64169239.78,,1,
TRUE,64169286.59,,1,
TRUE,64169333.34,,1,
TRUE,64169380.61,,1,
TRUE,64169428.44,,1,
TRUE,64169476.17,,1,
TRUE,64169522.57,,1,
TRUE,64169569.8,,1,
TRUE,64169617.83,,1,
TRUE,64169664.27,,1,
TRUE,64169710.3,,1,
TRUE,64169756.47,,1,
TRUE,64169803.42,,1,
TRUE,64169851.78,,1,
TRUE,64169897.77,,1,
TRUE,64169944.41,,1,
TRUE,64169992.83,,1,
TRUE,64170038.71,,1,
TRUE,64170085.49,,1,
TRUE,64170134.54,,1,
TRUE,64170180.22,,1,
TRUE,64170226.48,,1,
TRUE,64170273.06,,1,
TRUE,64170320.82,,1,
TRUE,64170367.73,,1,
TRUE,64170414.17,,1,
TRUE,64170461.48,,1,
TRUE,64170508.9,,1,
TRUE,64170555.7,,1,
TRUE,64170603.12,,1,
TRUE,64170650.56,,1,
TRUE,64170698.6,,1,
TRUE,64170744.69,,1,
TRUE,64170791.82,,1,
TRUE,64170838,,1,
TRUE,64170885.7,,1,
TRUE,64170932.7,,1,
TRUE,64170981.82,,1,
TRUE,64171027.11,,1,
TRUE,64171076.02,,1,
TRUE,64171121.61,,1,
TRUE,64171169.02,,1,
TRUE,64171216.27,,1,
TRUE,64171264.63,,1,
TRUE,64171311.46,,1,
TRUE,64171359.3,,1,
TRUE,64171405.15,,1,
TRUE,64171453.68,,1,
TRUE,64171500.49,,1,
TRUE,64171546.48,,1,
TRUE,64171594.88,,1,
TRUE,64171642.11,,1,
TRUE,64171689.91,,1,
TRUE,64171736.33,,1,
TRUE,64171784.24,,1,
TRUE,64171831.94,,1,
TRUE,64171880.72,,1,
TRUE,64171927.26,,1,
TRUE,64171976.61,,1,
TRUE,64172023.77,,1,
TRUE,64172071.78,,1,
TRUE,64172118.48,,1,
TRUE,64172165.56,,1,
TRUE,64172213.58,,1,
TRUE,64172261.11,,1,
TRUE,64172308.83,,1,
TRUE,64172355.38,,1,
TRUE,64172402.69,,1,
TRUE,64172449.88,,1,
TRUE,64172500.24,,1,
TRUE,64172543.71,,1,
TRUE,64172591.65,,1,
TRUE,64172639.63,,1,
TRUE,64172686.55,,1,
TRUE,64172733.36,,1,
TRUE,64172780.65,,1,
TRUE,64172826.28,,1,
TRUE,64172873.6,,1,
TRUE,64172919.64,,1,
TRUE,64172965.7,,1,
TRUE,64173012.63,,1,
TRUE,64173060.01,,1,
TRUE,64173106.28,,1,
TRUE,64173153.2,,1,
TRUE,64173200.23,,1,
TRUE,64173246.69,,1,
TRUE,64173293.93,,1,
TRUE,64173340.2,,1,
TRUE,64173386.59,,1,
TRUE,64173434.33,,1,
TRUE,64173480.87,,1,
TRUE,64173528.18,,1,
TRUE,64173575.65,,1,
TRUE,64173622.62,,1,
TRUE,64173668.49,,1,
TRUE,64173715.07,,1,
TRUE,64173760.7,,1,
TRUE,64173807.78,,1,
TRUE,64173855.17,,1,
TRUE,64173900.95,,1,
TRUE,64173947.38,,1,
TRUE,64173995.11,,1,
TRUE,64174040.6,,1,
TRUE,64174087.32,,1,
TRUE,64174134.5,,1,
TRUE,64174181.4,,1,
TRUE,64174228.24,,1,
TRUE,64174276.36,,1,
TRUE,64174323.26,,1,
TRUE,64174370.16,,1,
TRUE,64174416.68,,1,
TRUE,64174463.3,,1,
TRUE,64174510.53,,1,
TRUE,64174557.15,,1,
TRUE,64174603.92,,1,
TRUE,64174650.43,,1,
TRUE,64174697.78,,1,
TRUE,64174744.15,,1,
TRUE,64174789.54,,1,
TRUE,64174836.4,,1,
TRUE,64174882.44,,1,
TRUE,64174930.7,,1,
TRUE,64174977.05,,1,
TRUE,64175024.61,,1,
TRUE,64175070.14,,1,
TRUE,64175117.53,,1,
FALSE,64175162.85,,0,
FALSE,64175209.77,,0,
FALSE,64175257.8,,0,
FALSE,64175305.55,,0,
FALSE,64175353.01,,0,
FALSE,64175401.08,,0,
FALSE,64175447.56,,0,
FALSE,64175495.94,,0,
TRUE,64175544.33,,1,
TRUE,64175590.41,,1,
TRUE,64175637.18,,1,
TRUE,64175683.51,,1,
TRUE,64175731.96,,1,
TRUE,64175776.08,,1,
TRUE,64175822.91,,1,
TRUE,64175869.71,,1,
