153.4872,262.3846,61310351.9872
193.9814,169.5652,61310462.8992
150.5166,148.3414,61310560.2048
199.5758,153.4419,61310654.8864
606.6973,390.5155,61310752.5248
177.5322,128.6427,61310863.04
583.7775,362.762,61310960.7424
178.5672,75.08961,61311056.1152
213.4369,62.69486,61311150.464
189.7432,55.53273,61311263.1168
202.3895,60.1816,61311361.4208
276.9217,72.5285,61311456.1664
246.6837,64.13506,61311551.2576
262.2297,64.94431,61311666.5984
264.4237,63.69508,61311760.064
261.3712,59.82584,61311854.6176
256.0496,52.3502,61311953.8944
253.3409,47.74665,61312064.1024
252.8265,51.4851,61312159.1936
254.4049,54.75735,61312256.3584
253.8993,56.99063,61312351.1424
251.2903,68.64761,61312463.296
254.8781,80.2196,61312559.2064
253.6806,86.43477,61312657.8048
255.2811,97.13927,61312752.7424
258.2528,103.7133,61312866.7136
260.0943,108.1908,61312960.32
261.6905,109.5085,61313055.616
262.8965,109.9628,61313151.488
261.6165,109.4091,61313264.3584
261.0094,110.3151,61313359.168
261.4996,112.5419,61313457.1392
263.6915,113.0201,61313552.9984
265.0786,111.4453,61313663.168
265.4981,113.9766,61313760.32
265.05,114.7595,61313856.4992
263.7242,117.0699,61313950.7328
263.7492,118.1459,61314067.5456
263.9345,117.5784,61314159.5904
261.5992,118.215,61314258.3808
262.224,118.5488,61314351.6288
261.3434,116.7813,61314463.5008
261.846,117.9971,61314560.7552
262.0289,116.6815,61314656.5248
263.3068,115.7923,61314751.9616
264.313,118.1609,61314866.5088
264.532,117.0587,61314960.6528
264.3941,117.1562,61315055.5264
263.6365,115.9206,61315172.5824
263.4504,115.1164,61315266.7392
263.924,115.2282,61315359.552
263.7786,114.5318,61315457.984
263.4531,113.0467,61315567.7952
261.727,114.1206,61315664.6656
260.0854,112.9239,61315761.2544
259.4996,111.4386,61315857.3824
259.5703,110.9477,61315967.8592
258.9019,111.1831,61316064.1792
258.8589,110.8124,61316161.3056
259.3923,110.6611,61316257.6896
260.5027,110.4723,61316368.5504
260.7624,109.003,61316463.9488
260.9763,109.3986,61316561.3184
260.9151,109.7429,61316655.9104
261.5155,110.3015,61316770.4704
261.6302,111.0095,61316866.3296
261.6473,109.4907,61316963.4432
262.2586,110.1479,61317055.7952
264.3223,110.4894,61317169.6512
264.9325,110.0559,61317264.2176
265.3438,110.0439,61317361.024
265.8059,111.657,61317456.128
265.4384,112.7125,61317569.4208
263.4508,113.9905,61317665.0112
262.477,115.7991,61317759.7952
263.3816,118.5277,61317855.4496
263.2183,119.6374,61317970.2784
261.6634,120.9376,61318064.9984
260.5448,120.9827,61318160.512
257.5225,121.4763,61318259.8016
256.2968,120.9174,61318368.9984
255.3517,125.0541,61318465.0112
258.0585,129.006,61318563.456
249.3459,132.973,61318656.2688
240.3513,126.9211,61318770.3808
267.399,127.8565,61318864.768
250.8008,138.0386,61318960.4736
234.5594,132.1295,61319056.7168
220.7503,123.026,61319169.5488
212.431,115.9452,61319265.728
240.7661,122.6784,61319359.9616
215.1842,120.449,61319456.4224
199.1761,136.2041,61319569.0752
228.8337,135.1989,61319663.488
204.6408,134.2638,61319759.5392
209.556,133.5518,61319872.0768
205.2595,117.3715,61319969.8048
208.0482,106.6463,61320066.8672
207.1891,107.5312,61320159.5648
214.3336,110.865,61320272.2048
236.8487,106.5111,61320369.3056
237.8991,105.9658,61320464.3328
232.7506,104.4307,61320561.4592
256.5859,111.5392,61320673.0496
254.1868,107.0212,61320769.6
206.9503,104.5094,61320865.7152
254.3093,108.4045,61320961.3056
254.1762,107.0784,61321072.6144
207.4775,103.8132,61321169.8048
257.4975,111.9067,61321267.1104
258.9402,112.4341,61321360.7424
215.2805,107.8714,61321472.2304
216.2165,109.1645,61321568.2816
217.8033,110.866,61321665.3056
219.2605,111.3871,61321760.9856
219.6842,111.5245,61321872.8448
219.4679,112.6439,61321968.6784
220.4114,111.9013,61322064.5632
219.3575,110.2432,61322161.6512
220.205,110.7513,61322273.4848
221.7777,112.2409,61322368.6912
223.9208,112.8122,61322464.5248
224.1322,112.5466,61322561.6
225.706,113.1765,61322672.896
226.9479,112.8834,61322768.4864
226.3843,112.3749,61322868.1728
227.1769,114.0868,61322962.112
226.9043,113.9256,61323073.9584
227.2035,113.7268,61323168.6016
225.7646,112.6553,61323267.072
225.5826,111.9425,61323360.512
225.9823,112.7468,61323475.584
225.0986,112.3072,61323570.0096
225.1929,112.4739,61323665.216
225.2165,111.7305,61323760.4992
223.9321,112.4988,61323874.7648
224.4196,112.5888,61323971.4688
224.6959,111.8224,61324064.7552
223.5962,111.809,61324160.5376
224.3571,112.3917,61324274.176
225.41,112.1271,61324368.7552
225.8555,111.8669,61324465.9968
225.5641,112.2588,61324576.5248
225.4459,112.2272,61324674.1888
226.1123,111.8897,61324770.4448
225.5245,111.3822,61324864.7808
226.0524,112.4562,61324977.6256
226.9333,111.8158,61325073.7664
227.76,114.2504,61325168.8192
226.5079,113.262,61325264.9088
245.231,109.5588,61325377.7792
225.8867,110.2293,61325473.7792
225.3668,111.0512,61325570.6624
224.7994,111.7815,61325668.9152
227.0544,112.2428,61325777.3568
227.0516,112.7634,61325872.9088
228.332,114.017,61325969.0368
230.1694,114.5318,61326066.8672
230.4453,114.8906,61326177.728
231.6022,115.2349,61326274.304
233.348,115.1889,61326370.304
232.3451,114.438,61326467.0464
230.3432,112.4313,61326577.0752
230.4085,112.0565,61326674.2016
231.0827,111.1395,61326770.368
232.8697,113.3534,61326864.9728
256.2843,115.769,61326977.6
234.2513,114.8729,61327073.1264
233.4198,115.966,61327169.8944
233.8865,116.7743,61327265.28
253.2282,116.1481,61327379.5328
276.3413,119.8578,61327473.1264
236.7294,119.4859,61327570.5856
236.5489,120.1292,61327668.8384
249.0209,120.4292,61327777.2032
237.4164,120.048,61327875.6224
252.7882,118.9653,61327969.4592
252.6347,119.707,61328065.6384
236.3097,120.7957,61328178.7136
255.3363,118.7948,61328276.3648
256.1565,118.3361,61328371.0848
256.2914,117.838,61328465.1008
258.4551,121.4815,61328577.8176
237.689,121.6536,61328674.7136
250.7846,121.1805,61328771.4432
254.6348,121.1898,61328868.48
257.2807,120.9192,61328977.28
258.5281,121.0958,61329075.4048
260.8183,121.9557,61329169.8048
281.9271,124.3537,61329282.304
263.7373,124.5126,61329380.2368
286.0277,128.786,61329473.344
265.2387,130.0632,61329570.5344
264.6574,132.8008,61329682.5216
266.7467,133.516,61329776.8192
264.0713,134.4567,61329872.832
287.0922,135.3343,61329970.1888
266.1568,135.3866,61330082.4064
267.7406,135.4776,61330177.152
267.9649,136.3971,61330274.5856
269.1208,137.5308,61330370.9184
269.0124,137.5927,61330481.3056
265.6482,138.0218,61330578.9056
260.1755,137.9946,61330673.6128
266.8687,138.1645,61330769.3952
264.6002,137.927,61330883.5968
267.3789,136.1127,61330977.1264
266.0963,135.6933,61331073.6512
287.5862,136.9286,61331170.5984
267.3,136.3487,61331281.5232
268.7325,137.5353,61331378.9952
268.7048,138.8202,61331475.136
268.3508,140.4394,61331569.6256
269.9026,140.6108,61331684.2496
275.1015,139.8077,61331779.3536
276.2347,139.1423,61331876.352
275.9124,141.8641,61331969.792
282.6729,125.2698,61332083.0336
283.7312,124.3123,61332177.6768
280.0252,144.4519,61332273.4848
288.2703,125.1745,61332370.24
300.3283,126.7906,61332483.3792
282.563,145.4794,61332581.4528
288.6387,125.4972,61332673.9584
305.6339,124.3953,61332771.8016
290.0284,125.7828,61332882.112
302.6235,127.4723,61332978.0224
303.0582,128.2091,61333077.2608
290.229,125.8198,61333169.7408
289.9935,126.3541,61333281.7152
289.628,127.1202,61333379.1616
299.0845,126.7135,61333474.2272
287.6214,125.5145,61333570.9952
287.6168,125.7373,61333683.0208
300.954,126.3819,61333778.0608
300.0823,127.6639,61333878.1952
299.5026,126.6858,61333970.368
300.3062,125.4234,61334081.7152
299.7852,125.2399,61334179.2128
300.3197,125.241,61334276.864
301.9179,125.2056,61334385.984
301.7222,125.7671,61334485.4528
287.7934,124.2824,61334579.2384
288.4306,125.1314,61334673.8176
288.8125,123.4514,61334788.5952
300.6015,125.0948,61334882.8288
301.269,125.7159,61334978.6368
300.9642,124.7908,61335075.1872
288.5572,123.8328,61335187.0592
301.7833,125.5711,61335282.368
288.0865,123.7274,61335378.1632
281.8479,141.8586,61335475.9808
285.2509,123.8719,61335586.1376
276.4333,144.5694,61335684.9024
284.0829,124.5285,61335780.544
282.6742,125.1551,61335874.6624
277.4835,144.0228,61335987.904
282.5434,124.803,61336083.4816
281.5365,124.6048,61336182.912
276.128,144.4708,61336276.8768
281.1734,125.4692,61336386.5728
274.6997,144.6443,61336485.4272
273.489,146.4081,61336579.3408
279.4878,127.1838,61336674.9184
281.5728,126.1132,61336786.6496
281.0657,126.9365,61336883.3408
280.828,127.4086,61336979.0336
281.5128,126.162,61337074.3424
281.7329,126.3232,61337187.2128
282.7415,125.9949,61337284.032
284.2371,125.8986,61337382.1952
284.2852,126.0661,61337476.1088
284.3286,125.8391,61337588.8128
282.2401,127.3684,61337683.392
284.511,127.2952,61337779.6608
282.9481,128.2032,61337875.1872
284.0019,127.0055,61337988.8896
284.9231,127.5016,61338082.9568
285.1956,128.5742,61338178.7904
285.276,129.7659,61338275.9296
285.9498,129.0456,61338386.5216
285.5875,128.8037,61338484.096
284.1568,128.3664,61338579.9168
282.8043,128.8019,61338676.4544
284.386,129.3761,61338786.3552
283.2946,128.5601,61338882.5984
282.5077,130.4614,61338980.7104
283.4201,131.7423,61339090.9824
284.3015,137.3224,61339191.04
301.1968,140.6001,61339283.584
294.0351,139.0162,61339380.1472
294.3387,141.3927,61339490.4192
291.464,140.8687,61339587.648
289.6322,138.8508,61339685.2096
291.5782,137.0479,61339778.1376
290.2023,135.0655,61339892.5824
304.5956,132.394,61339986.6496
308.3291,131.4424,61340084.1088
306.0344,133.4368,61340179.5456
299.6361,133.3555,61340290.048
300.1983,131.9445,61340387.7504
294.8222,128.0424,61340482.88
293.1696,127.0311,61340579.7248
293.2857,127.2119,61340691.4688
294.0768,127.7572,61340788.1088
292.3713,127.8093,61340883.9936
292.7964,128.4087,61340978.9696
292.5304,127.3437,61341090.8544
290.2748,126.0269,61341188.9664
289.9568,125.6413,61341283.3024
288.255,125.5358,61341380.1728
270.9508,125.8855,61341491.7504
260.4009,142.6176,61341586.7392
253.9333,141.8657,61341684.2112
248.357,147.3264,61341781.7728
249.162,159.0549,61341890.8672
